# Time(Gyr) Mg(Msol) Ms(Msol) SFR(Msol/yr) SSFR(/yr) Md(Msol) M_Z(Msol) Z, f_g 
0.00966946849032 39913278392.58 90070450.83 10.39 1.15347325054e-07 17600.47 105962.57 1.75782640901e-06 1.00 
0.0100552367978 39909667127.74 94078346.51 10.39 1.10433335133e-07 24878.65 143182.92 2.6548200225e-06 1.00 
0.0104563955259 39905911789.68 98246139.21 10.39 1.05748537829e-07 32446.44 181884.31 3.58767513619e-06 1.00 
0.0108735586832 39902006630.51 102580208.10 10.39 1.0128060531e-07 40315.33 222125.52 4.55782872738e-06 1.00 
0.0113073647744 39897945673.06 107087186.84 10.39 9.70180081806e-08 48497.27 263967.69 5.56677579643e-06 1.00 
0.0117584777777 39893722701.66 111773973.77 10.39 9.29499526479e-08 57004.67 307474.28 6.61607212639e-06 1.00 
0.0122275881611 39889331252.70 116647742.42 10.39 8.90663235639e-08 65850.44 352711.35 7.70733489684e-06 1.00 
0.0127154139392 39884764604.68 121715952.52 10.39 8.53576327045e-08 75048.02 399747.56 8.84224777399e-06 1.00 
0.0132227017719 39880015767.93 126986361.40 10.39 8.18149717354e-08 84611.35 448654.25 1.00225628307e-05 1.00 
0.0137502281079 39875176374.79 132467035.91 10.39 7.84299693732e-08 97575.33 513110.88 1.12501019978e-05 1.00 
0.0142988003722 39870143911.63 138166364.67 10.39 7.51947523094e-08 111054.69 580130.12 1.28679275752e-05 1.00 
0.0148692582029 39864910675.82 144093071.03 10.39 7.21019095161e-08 125069.88 649813.69 1.45504897803e-05 1.00 
0.0154624747355 39859468657.44 150256226.31 10.39 6.91444595953e-08 139642.12 722266.93 1.63003924627e-05 1.00 
0.0160793579401 39853809526.99 156665263.77 10.39 6.63158208707e-08 154793.50 797599.77 1.81203350026e-05 1.00 
0.0167208520102 39847924622.69 163329993.01 10.39 6.36097839576e-08 170546.91 875926.03 2.001313739e-05 1.00 
0.0173879388089 39841804937.18 170260614.97 10.39 6.10204865702e-08 186926.29 957364.53 2.19817226939e-05 1.00 
0.0180816393708 39835668373.66 177467737.58 10.39 5.8542390358e-08 210254.87 1063489.07 2.40291455504e-05 1.00 
0.0188030154654 39829286988.85 184962391.96 10.39 5.617025958e-08 234510.00 1173828.42 2.66969053766e-05 1.00 
0.0195531712221 39822651015.48 192756049.36 10.39 5.38991414475e-08 259728.55 1288550.34 2.94714897571e-05 1.00 
0.0203332548199 39815750296.63 200860638.63 10.39 5.17243479858e-08 285948.66 1407827.53 3.23572214387e-05 0.99 
0.021144460245 39808574270.12 209288564.57 10.39 4.9641439276e-08 313209.92 1531840.00 3.53585582457e-05 0.99 
0.0219880291185 39801111952.43 218052726.85 10.39 4.76462079576e-08 341553.66 1660775.52 3.84801522323e-05 0.99 
0.0228652525964 39793351921.82 227166539.79 10.39 4.57346648795e-08 371022.24 1794827.37 4.17268623941e-05 0.99 
0.023777473346 39785412054.27 236643952.88 10.39 4.39030258015e-08 405500.47 1951118.79 4.51036989469e-05 0.99 
0.0247260876011 39777155421.72 246499472.13 10.39 4.21476990566e-08 441347.00 2113610.83 4.90410602623e-05 0.99 
0.0257125472989 39768569386.66 256748182.28 10.39 4.04652740936e-08 478615.69 2282547.69 5.31362990612e-05 0.99 
0.0267383623023 39759640807.41 267405769.88 10.39 3.88525108262e-08 517363.02 2458183.80 5.7395770646e-05 0.99 
0.0278051027111 39750356018.01 278488547.29 10.39 3.7306329723e-08 557646.80 2640782.00 6.18261067082e-05 0.99 
0.028914401265 39740700807.26 290013477.67 10.39 3.5823802578e-08 599528.97 2830619.55 6.64341723354e-05 0.99 
0.0300679558424 39730852810.19 301998200.95 10.39 3.4402143908e-08 647089.55 3034361.77 7.12272177553e-05 0.99 
0.0312675320597 39720611922.32 314461060.79 10.39 3.30387029252e-08 696536.60 3246179.07 7.63729332459e-05 0.99 
0.0325149659734 39709962469.09 327421132.69 10.39 3.17309560431e-08 747943.17 3466385.24 8.17253035869e-05 0.99 
0.0338121668903 39698888150.56 340898253.18 10.39 3.0476499871e-08 801388.33 3695315.03 8.72925840604e-05 0.99 
0.0351611202901 39687372016.52 354913050.17 10.39 2.92730446633e-08 856950.80 3933306.94 9.30835899389e-05 0.99 
0.036563890864 39675396440.53 369486974.52 10.39 2.81184081861e-08 914714.14 4180717.25 9.91072660476e-05 0.99 
0.0380226256754 39663130982.09 384642332.92 10.39 2.70105099722e-08 976288.82 4441326.88 0.000105373042966 0.99 
0.0395395574455 39650376187.01 400402321.96 10.39 2.59473659347e-08 1040301.81 4712245.53 0.000111976204968 0.99 
0.0411170079713 39637112532.97 416791063.69 10.39 2.49270833137e-08 1106849.62 4993879.16 0.000118844913638 0.99 
0.0427573916791 39623319718.79 433833642.51 10.39 2.39478559313e-08 1176034.38 5286651.34 0.000125989983777 0.99 
0.0444632193197 39608976633.35 451556143.59 10.39 2.30079597336e-08 1247958.06 5590994.29 0.000133422726325 0.99 
0.0462371018118 39594333459.63 469985692.75 10.39 2.2105748599e-08 1322908.21 5907760.43 0.000141154727117 0.99 
0.0480817542379 39579106089.13 489150498.05 10.39 2.12396503951e-08 1400823.87 6237035.66 0.000149207220249 0.99 
0.05 39563271215.03 509079892.89 10.39 2.04081632653e-08 1481826.20 6579319.73 0.000157584045622 0.99 
0.1 39174005731.49 1024589882.52 10.31 1.00627577615e-08 3597543.29 15475979.17 0.000166298678684 0.97 
0.15 38801905576.65 1536171529.47 10.23 6.66047556711e-09 5694079.34 24238107.47 0.000395057357004 0.96 
0.2 38432698630.33 2043855537.98 10.15 4.96790501169e-09 7764935.76 32844352.68 0.000624662812446 0.95 
0.25 38074745978.16 2547672372.33 10.08 3.95511479279e-09 9824333.94 41319613.50 0.00085459397469 0.94 
0.3 37729938046.05 3047652258.68 10.00 3.28108224896e-09 11878473.20 49671151.47 0.00108522361566 0.93 
0.35 37387834716.82 3543825186.93 9.92 2.80021108311e-09 13921340.91 57879290.32 0.00131649173158 0.91 
0.4 37048335441.03 4036220912.59 9.85 2.43988491376e-09 15955671.80 65943962.50 0.00154807815857 0.90 
0.45 36711419865.17 4524868958.60 9.77 2.1598329166e-09 17985903.68 73869063.53 0.00177994400328 0.89 
0.5 36377067794.83 5009798617.12 9.70 1.93592475701e-09 20015360.36 81656154.90 0.00201215490443 0.88 
0.55 36045259193.42 5491038951.40 9.62 1.75282069035e-09 22047288.19 89306772.26 0.00224471514207 0.87 
0.6 35727555653.68 5968618797.49 9.55 1.6003027243e-09 24104831.06 96866807.38 0.00247762879934 0.86 
0.65 35412267794.41 6442566766.09 9.48 1.47130169017e-09 26180020.64 104313128.11 0.0027112632143 0.85 
0.7 35099376734.47 6912911244.26 9.41 1.36077106025e-09 28267951.16 111629350.33 0.00294567771579 0.84 
0.75 34788863740.25 7379680397.17 9.34 1.26501183734e-09 30371609.86 118816966.02 0.00318037984489 0.82 
0.8 34480710224.61 7842902169.87 9.26 1.18125092642e-09 32493912.86 125877444.41 0.00341537357779 0.81 
0.85 34174897745.65 8302604288.98 9.19 1.10736849093e-09 34637704.56 132812231.82 0.00365066274989 0.80 
0.9 33886879620.29 8758814264.41 9.12 1.04171629095e-09 36834770.70 139687227.93 0.00388625103739 0.79 
0.95 33601048157.67 9211559391.06 9.05 9.82993448607e-10 39058848.36 146439707.50 0.00412216260381 0.78 
1.0 33317386266.64 9660866750.46 8.99 9.30159520895e-10 41313728.51 153073794.31 0.00435818867344 0.78 
1.05 33035876989.65 10106763212.50 8.92 8.82372432527e-10 43601911.60 159590865.09 0.00459441185093 0.77 
1.1 32756503501.70 10549275437.03 8.85 8.38943351471e-10 45925806.71 165992273.14 0.00483083482673 0.76 
1.15 32479249109.26 10988429875.55 8.78 7.99303346324e-10 48287731.85 172279361.08 0.00506746005802 0.75 
1.2 32204097249.32 11424252772.79 8.72 7.62978386257e-10 50689906.11 178453457.35 0.00530429014836 0.74 
1.25 31931031488.31 11856770168.36 8.65 7.2957034576e-10 53134440.61 184515871.79 0.00554132773755 0.73 
1.3 31660035521.09 12286007898.33 8.58 6.98742396268e-10 55623330.71 190467895.54 0.00577857536052 0.72 
1.35 31399554356.92 12711991596.85 8.52 6.70207646497e-10 58160314.18 201466477.48 0.0060160354341 0.71 
1.4 31141046385.28 13134746697.70 8.46 6.43720218719e-10 60808079.97 212262534.55 0.0064162209181 0.70 
1.45 30884496183.53 13554298435.88 8.39 6.19068172595e-10 63574507.96 222862785.81 0.00681616577433 0.69 
1.5 30629888449.58 13970671849.13 8.33 5.96067845193e-10 66466648.36 233271987.68 0.00721600846217 0.69 
1.55 30377208000.93 14383891779.51 8.26 5.74559287173e-10 69491431.58 243494608.52 0.00761582883546 0.68 
1.6 30126439773.76 14793982874.91 8.20 5.54402555235e-10 72654760.93 253532882.96 0.00801570073565 0.67 
1.65 29877568821.99 15200969590.56 8.14 5.35474679069e-10 75962435.31 263389025.86 0.00841562709916 0.66 
1.7 29630580316.35 15604876190.56 8.08 5.17667163862e-10 79421434.65 273068199.12 0.0088156110503 0.66 
1.75 29385459543.49 16005726749.35 8.02 5.00883921196e-10 83037207.56 282572485.11 0.00921575602647 0.65 
1.8 29142191905.05 16403545153.21 7.96 4.85039544977e-10 86814935.56 291903949.29 0.0096160648669 0.64 
1.85 28911071979.85 16798355101.70 7.90 4.70057867106e-10 90775616.19 301100534.20 0.0100165406309 0.63 
1.9 28681697760.19 17190180109.19 7.84 4.55870741312e-10 94906150.93 310128989.64 0.0104147135883 0.63 
1.95 28454055601.51 17579043506.20 7.78 4.4241701419e-10 99211233.93 318993571.27 0.0108127835469 0.62 
2.0 28228131965.85 17964968440.95 7.72 4.29641650656e-10 103694008.54 327696247.19 0.0112108296877 0.61 
2.05 28003913421.10 18347977880.70 7.66 4.17494987444e-10 108356958.19 336238961.56 0.011608853451 0.60 
2.1 27781386640.12 18728094613.20 7.60 4.05932093306e-10 113201841.17 344623669.02 0.0120068562027 0.60 
2.15 27560538399.95 19105341248.09 7.54 3.94912218521e-10 118229598.73 352852302.80 0.0124048404597 0.59 
2.2 27341355580.98 19479740218.30 7.49 3.84398319503e-10 123440260.81 360926729.63 0.0128028087725 0.58 
2.25 27123825166.12 19851313781.43 7.43 3.74356646832e-10 128834375.27 368852077.97 0.0132007620676 0.58 
2.3 26907934240.05 20220084021.07 7.38 3.64756387029e-10 134410057.91 376630117.23 0.0135988222793 0.57 
2.35 26693669988.39 20586072848.26 7.32 3.55569350097e-10 140164365.98 384262603.35 0.0139969911429 0.56 
2.4 26481019696.92 20949302002.73 7.26 3.46769696126e-10 146093262.30 391751276.44 0.0143952706211 0.56 
2.45 26269970750.77 21309793054.34 7.21 3.38333695389e-10 152191597.21 399097864.04 0.0147936628168 0.55 
2.5 26060510633.72 21667567404.31 7.16 3.30239517243e-10 158453103.33 406304075.49 0.0151921700953 0.55 
2.55 25852626927.32 22022646286.62 7.10 3.22467043866e-10 164870408.64 413371596.89 0.0155907948695 0.54 
2.6 25646307310.23 22375050769.26 7.05 3.14997705507e-10 171435074.31 420302099.98 0.0159895394018 0.53 
2.65 25441539557.39 22724801755.58 7.00 3.07814334381e-10 178137646.07 427097238.28 0.0163884061319 0.53 
2.7 25238311539.31 23071919985.52 6.94 3.00901034814e-10 184967725.61 433758647.30 0.0167873975282 0.52 
2.75 25036611221.27 23416426036.92 6.89 2.94243067548e-10 191914038.73 440287899.18 0.0171865160879 0.52 
2.8 24836426662.66 23758340326.80 6.84 2.87826746462e-10 198964576.48 446686588.40 0.0175857625174 0.51 
2.85 24637746016.16 24097683112.58 6.79 2.81639346152e-10 206106696.80 452956294.25 0.0179851391049 0.51 
2.9 24440557527.08 24434474493.36 6.74 2.75669019085e-10 213327251.27 459098578.81 0.0183846482528 0.50 
2.95 24244849532.59 24768734411.12 6.69 2.6990472118e-10 220612720.23 465114987.09 0.0187842923917 0.49 
3.0 24052686032.16 25100482651.99 6.63 2.64336144828e-10 227922228.30 470946772.94 0.019184073981 0.49 
3.05 23861963750.59 25429738847.46 6.59 2.58953658507e-10 235266526.69 476657890.57 0.0195797996244 0.48 
3.1 23672671423.18 25756522475.57 6.54 2.53748252243e-10 242631911.37 482249731.70 0.0199756355158 0.48 
3.15 23484797873.30 26080852862.09 6.49 2.48711488265e-10 250004893.07 487723709.57 0.0203715805065 0.47 
3.2 23298332011.65 26402749181.79 6.44 2.43835456284e-10 257372303.48 493081226.75 0.0207676349697 0.47 
3.25 23113262835.63 26722230459.52 6.39 2.39112732911e-10 264721420.91 498323713.68 0.0211637994731 0.46 
3.3 22929579428.63 27039315571.46 6.34 2.34536344757e-10 272040047.77 503452584.96 0.0215600764473 0.46 
3.35 22747270959.36 27354023246.25 6.29 2.30099734838e-10 279316593.51 508469242.97 0.0219564683481 0.45 
3.4 22566326681.19 27666372066.13 6.25 2.25796731954e-10 286540114.45 513375017.44 0.0223529778091 0.45 
3.45 22386735931.49 27976380468.10 6.20 2.21621522721e-10 293700414.52 518171278.84 0.0227496049618 0.44 
3.5 22208488130.96 28284066745.08 6.15 2.17568626007e-10 300788059.87 522859382.41 0.0231463523948 0.44 
3.55 22031572783.01 28589449046.99 6.11 2.13632869529e-10 307794402.64 527440668.29 0.0235432227229 0.44 
3.6 21855979473.07 28892545381.89 6.06 2.09809368397e-10 314711591.81 531916461.75 0.0239402185893 0.43 
3.65 21681697867.98 29193373617.09 6.02 2.06093505427e-10 321532572.56 536288073.50 0.0243373426664 0.43 
3.7 21508717715.34 29491951480.25 5.97 2.02480913044e-10 328251074.22 540556797.82 0.024734597667 0.42 
3.75 21337028842.89 29788296560.46 5.93 1.98967456641e-10 334861591.38 544723915.32 0.0251319862474 0.42 
3.8 21166621157.89 30082426309.35 5.88 1.95549219245e-10 341359356.21 548790692.34 0.0255295111297 0.41 
3.85 20997484646.45 30374358042.13 5.84 1.92222487386e-10 347740305.05 552758381.12 0.0259271750671 0.41 
3.9 20829609372.99 30664108938.68 5.80 1.88983738044e-10 354001040.47 556628219.92 0.0263249808455 0.40 
3.95 20662985479.55 30951696044.60 5.75 1.85829626593e-10 360138789.90 560401433.18 0.0267229312828 0.40 
4.0 20497603185.25 31237136272.26 5.71 1.82756975653e-10 366151362.15 564079231.66 0.0271210292305 0.40 
4.05 20343106788.69 31520446401.84 5.67 1.79762764757e-10 372075504.79 567748150.44 0.027519277574 0.39 
4.1 20189759489.01 31801643082.37 5.62 1.76844120787e-10 377871072.15 571330719.06 0.0279086255772 0.39 
4.15 20037552304.78 32080742832.73 5.58 1.73998309092e-10 383537913.39 574827797.13 0.0282980448269 0.38 
4.2 19886476324.77 32357762042.72 5.54 1.71222725245e-10 389076292.06 578240371.44 0.028687525721 0.38 
4.25 19736522707.38 32632716974.01 5.50 1.68514887382e-10 394486791.45 581569426.88 0.0290770653381 0.38 
4.3 19587682680.13 32905623761.18 5.46 1.65872429072e-10 399770306.99 584816018.22 0.0294666611493 0.37 
4.35 19439947539.12 33176498412.70 5.42 1.63293092686e-10 404927975.63 587981188.27 0.0298563146937 0.37 
4.4 19293308648.45 33445356811.90 5.38 1.60774723209e-10 409961141.08 591065968.22 0.0302460275207 0.37 
4.45 19147757439.74 33712214717.99 5.34 1.58315262477e-10 414871273.38 594071269.45 0.0306358011988 0.36 
4.5 19003285411.59 33977087766.98 5.30 1.55912743795e-10 419660034.19 596998103.84 0.0310256316602 0.36 
4.55 18859884129.01 34239991472.70 5.26 1.5356528691e-10 424329205.46 599847471.75 0.0314155205752 0.36 
4.6 18717545222.98 34500941227.68 5.22 1.51271093309e-10 428880647.50 602620320.99 0.0318054696223 0.35 
4.65 18576260389.87 34759952304.18 5.18 1.4902844183e-10 433316311.55 605317625.99 0.0321954782967 0.35 
4.7 18436021390.95 35017039855.07 5.14 1.46835684542e-10 437638206.67 607940351.52 0.0325855480751 0.34 
4.75 18296820051.91 35272218914.79 5.10 1.4469124289e-10 441848382.73 610489451.58 0.032975680524 0.34 
4.8 18158648262.30 35525504400.25 5.07 1.42593604084e-10 445948915.97 612965869.43 0.0333658772313 0.34 
4.85 18021497975.07 35776911111.81 5.03 1.40541317706e-10 449941896.41 615370537.76 0.0337561398062 0.33 
4.9 17885361206.09 36026453734.11 4.99 1.38532992529e-10 453829416.93 617704378.77 0.0341464698779 0.33 
4.95 17750230033.60 36274146837.03 4.95 1.36567293525e-10 457613563.95 619968304.32 0.0345368690995 0.33 
5.0 17616096597.78 36520004876.57 4.92 1.34642939055e-10 461296410.23 622163217.86 0.0349273391469 0.33 
5.05 17482953100.24 36764042195.75 4.88 1.32758698228e-10 464880007.39 624290012.64 0.0353178818251 0.32 
5.1 17350791803.52 37006273025.46 4.84 1.3091338841e-10 468366380.24 626349571.80 0.0357084989624 0.32 
5.15 17219605030.68 37246711485.38 4.81 1.29105872884e-10 471757522.15 628342768.49 0.0360991924112 0.32 
5.2 17089385164.75 37485371584.82 4.77 1.27335058637e-10 475055337.13 630270345.72 0.0364899640482 0.31 
5.25 16960124648.30 37722267223.59 4.74 1.25599894286e-10 478261740.37 632133159.03 0.0368808087388 0.31 
5.3 16831815982.98 37957412192.88 4.70 1.23899368108e-10 481378606.88 633932053.96 0.0372717283708 0.31 
