# Time(Gyr) Mg(Msol) Ms(Msol) SFR(Msol/yr) SSFR(/yr) Md(Msol) M_Z(Msol) Z, f_g 
0.00604680832043 39948593444.91 52433237.53 10.39 1.98145032763e-07 0.00 0.00 0.0 1.00 
0.00628804877887 39946200454.69 54939577.67 10.39 1.89105668615e-07 0.00 0.00 0.0 1.00 
0.00653891364671 39943711994.93 57545909.51 10.39 1.8054081789e-07 0.00 0.00 0.0 1.00 
0.00679978689459 39941124256.81 60256222.27 10.39 1.72420128218e-07 0.00 0.00 0.0 1.00 
0.00707106781187 39938433279.58 63074664.31 10.39 1.6471566963e-07 0.00 0.00 0.0 1.00 
0.00735317161775 39935687237.86 66005549.52 10.39 1.5740169795e-07 1342.93 8888.80 0.0 1.00 
0.00764653009681 39932831641.43 69053363.87 10.39 1.50454445468e-07 2739.33 18131.55 2.22577984387e-07 1.00 
0.00795159225991 39929862119.55 72222772.31 10.39 1.43851935299e-07 4191.33 27742.31 4.54051309542e-07 1.00 
0.00826882503139 39926774127.09 75518625.89 10.39 1.37573816357e-07 5701.14 37735.71 6.94776121739e-07 1.00 
0.00859871396381 39923562937.63 78945969.20 10.39 1.31601216306e-07 7271.05 48126.93 9.45122878901e-07 1.00 
0.00894176398106 39920223636.14 82510048.10 10.39 1.25916610262e-07 8903.46 58931.80 1.20547692999e-06 1.00 
0.00929850015125 39916751111.55 86216317.72 10.39 1.20503703293e-07 10600.84 70166.72 1.47623911821e-06 1.00 
